area_id,region
1065,4
1063,3
1062,3
1061,3
1060,3
1059,3
1058,3
1057,3
1056,3
1055,3
1054,3
1053,3
1052,3
1051,3
1050,3
1049,3
1048,3
1047,4
1046,4
1045,3
1044,3
1043,3
1042,3
1041,3
1040,3
1039,3
1038,3
1037,3
1036,4
1035,3
1034,3
1033,3
1032,4
1031,3
1030,4
1029,4
1028,3
1027,3
1026,3
1025,3
1024,3
1023,3
1022,3
1021,3
1020,3
1019,3
1018,3
1017,3
1016,3
1015,3
1014,3
1013,3
1012,3
1011,3
1010,3
1009,3
1008,3
1007,3
1006,3
1005,3
1004,3
1003,3
1002,3
1001,3
1000,3
999,3
998,3
997,3
996,3
995,3
994,3
993,3
992,3
991,3
990,3
989,3
988,3
987,3
986,3
985,3
984,3
983,3
982,3
981,3
980,3
979,3
978,3
977,3
976,3
975,3
974,3
973,3
972,3
971,3
970,3
969,3
968,3
967,3
966,3
965,4
964,3
963,4
962,3
961,3
960,3
959,3
958,3
957,3
956,3
955,3
954,3
953,3
952,3
951,3
950,3
949,3
948,3
947,3
946,3
945,3
944,3
943,3
942,3
941,3
940,3
939,3
938,3
937,3
936,3
935,3
934,3
933,3
932,3
931,3
930,3
929,3
928,3
927,3
926,3
925,3
924,3
923,3
922,3
921,3
920,3
919,3
918,3
917,3
916,3
915,3
914,3
913,3
912,3
911,3
910,3
909,3
908,3
907,3
906,3
905,3
904,3
903,3
902,3
901,3
900,3
899,3
898,3
897,3
896,3
895,3
894,3
893,3
892,3
891,3
890,3
889,3
888,3
887,3
886,3
885,3
884,3
883,3
882,3
881,3
880,3
879,3
878,3
877,3
876,3
875,3
874,3
873,3
872,3
871,3
870,3
869,3
868,3
867,3
866,3
865,3
864,3
863,3
862,3
861,3
860,3
859,3
858,3
857,3
856,3
855,3
854,3
853,3
852,3
851,3
850,3
849,3
848,3
847,3
846,3
845,3
844,3
843,3
842,3
841,3
840,3
839,3
838,3
837,3
836,3
835,3
834,3
833,3
832,3
831,3
830,3
829,3
828,3
827,3
826,3
825,3
824,3
823,3
822,3
821,3
820,3
819,3
818,3
817,3
816,3
815,3
814,3
813,3
812,3
811,3
810,3
809,3
808,3
807,3
806,3
805,3
804,3
803,3
802,3
801,3
800,3
799,3
798,3
797,3
796,3
795,3
794,3
793,3
792,3
791,3
790,3
789,3
788,3
787,3
786,3
785,3
784,3
783,3
782,3
781,3
780,3
779,3
778,3
777,3
776,3
775,3
774,3
773,3
772,3
771,3
770,3
769,3
768,3
767,3
766,3
765,3
764,3
763,3
762,3
761,3
760,3
759,3
758,3
757,3
756,3
755,3
754,3
753,3
752,3
751,3
750,3
749,3
748,3
747,3
746,3
745,3
744,3
743,3
742,3
741,3
740,3
739,3
738,3
737,3
736,3
735,3
734,3
733,3
732,3
731,3
730,3
729,3
728,3
727,3
726,3
725,3
724,3
723,3
722,3
721,3
720,3
719,3
718,3
717,3
716,3
715,3
714,3
713,3
712,3
711,3
710,3
709,3
708,3
707,3
706,3
705,3
704,3
703,3
702,3
701,3
700,3
699,3
698,3
697,3
696,3
695,3
694,3
693,3
692,3
691,3
690,3
689,3
688,3
687,3
685,3
684,3
683,3
682,3
681,3
680,3
679,3
678,3
677,3
676,3
675,3
674,3
673,3
672,3
671,3
670,3
669,3
668,3
667,3
666,3
665,3
664,3
663,3
662,3
661,3
660,3
659,3
658,3
657,3
656,3
655,3
654,3
653,3
652,3
651,3
650,3
649,3
648,3
647,3
646,3
645,3
644,3
643,3
642,3
641,3
640,3
639,3
638,3
637,3
636,3
635,3
634,3
633,3
632,3
631,3
630,3
629,3
628,3
627,3
626,3
625,3
624,3
623,3
622,3
621,3
620,3
619,3
618,3
617,3
616,3
615,3
614,3
613,3
612,3
611,3
610,3
609,3
608,3
607,3
606,3
605,3
604,3
603,3
602,3
601,3
600,3
599,3
598,3
597,3
596,3
595,3
594,3
593,3
592,3
591,3
590,3
589,3
588,3
587,3
586,3
585,3
584,3
583,3
582,3
581,3
580,3
579,3
578,3
577,3
576,3
575,3
574,3
573,3
572,3
571,3
570,3
569,3
568,3
567,3
566,3
565,3
564,3
563,3
562,3
561,3
560,3
559,3
558,3
557,3
556,3
555,3
554,3
553,3
552,3
551,3
550,3
549,3
548,3
547,3
546,3
545,3
544,3
543,3
542,3
541,3
540,3
539,3
538,3
537,3
536,3
535,3
534,3
533,3
532,3
531,3
530,3
529,3
528,3
527,3
526,3
525,3
524,3
523,3
522,3
521,3
520,3
519,3
518,3
517,3
516,3
515,3
514,3
513,3
512,3
511,3
510,3
509,3
508,3
507,3
506,3
505,3
504,3
503,3
502,3
501,3
500,3
499,3
498,3
497,3
496,3
495,3
494,3
493,3
492,3
491,3
490,3
489,3
488,3
487,3
486,3
485,3
484,3
483,3
482,3
481,3
480,3
479,3
478,3
477,3
476,3
475,3
474,3
473,3
472,3
471,3
470,3
469,3
468,3
467,3
466,3
465,3
464,3
463,3
462,3
461,3
460,3
459,3
458,3
457,3
456,3
455,3
454,3
453,3
452,3
451,3
450,3
449,3
448,3
447,3
446,3
445,3
444,3
443,3
442,3
441,3
440,3
439,3
438,3
437,3
436,3
435,3
434,3
433,3
432,3
431,3
430,3
429,3
428,3
427,3
426,3
425,3
424,3
423,3
422,3
421,3
420,3
419,3
418,3
417,3
416,3
415,3
414,3
413,3
412,3
411,3
410,3
409,3
408,3
407,3
406,3
405,3
404,3
403,3
402,3
401,3
400,3
399,3
398,3
397,3
396,3
395,3
394,3
393,3
392,3
391,3
390,3
389,3
388,3
387,3
386,3
385,3
384,3
383,3
382,3
381,3
380,3
379,3
378,3
377,3
376,3
375,3
374,3
373,3
372,3
371,3
370,3
369,3
368,3
367,3
366,3
365,3
364,3
363,3
362,3
361,3
360,3
359,3
358,3
357,3
356,3
355,3
354,3
353,3
352,3
351,3
350,3
349,3
348,3
347,3
346,3
345,3
344,3
343,3
342,3
341,3
340,3
339,3
338,3
1489,1
1488,4
1487,1
1486,1
1485,1
1484,1
1483,4
1482,4
1481,4
1480,4
1479,4
1478,1
1477,5
1476,1
1475,4
1474,5
1473,1
1472,1
1471,4
1470,4
1469,1
1468,4
1467,4
1466,4
1465,1
1464,4
1463,4
1462,4
1461,1
1460,4
1459,4
1458,1
1457,5
1456,4
1455,5
1454,1
1453,4
1452,4
1451,4
1450,4
1449,1
1448,1
1446,4
1445,4
1444,4
1443,4
1442,4
337,3
336,3
335,3
333,3
332,3
331,3
330,3
329,3
328,3
327,3
326,3
325,3
324,3
323,3
322,3
321,3
320,3
319,3
318,3
317,3
316,3
315,3
314,3
313,3
312,3
311,3
310,3
309,3
308,3
307,3
306,3
305,3
304,3
303,3
302,3
301,3
300,3
299,3
298,3
297,3
296,3
295,3
294,3
293,3
292,3
291,3
290,3
289,3
288,3
287,3
286,3
285,3
284,3
283,3
282,3
281,3
280,3
278,3
277,3
276,3
275,3
274,3
273,3
272,3
271,3
270,3
269,3
268,3
267,3
266,3
265,3
264,3
263,3
262,3
261,3
260,3
259,3
258,3
257,3
256,3
255,3
254,3
253,3
252,3
251,3
250,3
249,3
248,3
247,3
246,3
245,3
244,3
243,3
242,3
241,3
240,3
239,3
238,3
237,3
236,3
235,3
234,3
233,3
232,3
231,3
230,3
229,3
228,3
227,3
226,3
225,3
224,3
223,3
222,3
221,3
220,3
219,3
218,3
217,3
216,3
215,3
214,3
213,3
212,3
211,3
210,3
209,3
208,3
207,3
206,3
205,3
204,3
203,3
202,3
201,3
200,3
199,3
198,3
197,3
196,3
195,3
194,3
193,3
192,3
191,3
190,3
189,3
188,3
187,3
186,3
185,3
184,3
183,3
182,3
181,3
180,3
179,3
178,3
177,3
176,3
175,3
174,3
173,3
172,3
171,3
170,3
169,3
168,3
167,3
166,3
165,3
164,3
163,3
162,3
161,3
160,3
159,3
158,3
157,3
156,3
155,3
154,3
153,3
152,3
151,3
150,3
149,3
148,3
147,3
146,3
145,3
144,3
143,3
142,3
141,3
140,3
139,3
138,3
137,3
136,3
135,3
134,3
133,3
132,3
131,3
130,3
129,3
128,3
127,3
126,3
125,3
124,3
123,3
122,3
121,3
120,3
119,3
118,3
117,3
116,3
115,3
114,3
113,3
112,3
111,3
110,3
109,3
108,3
107,3
106,3
105,3
104,3
103,3
102,3
101,3
100,3
98,3
97,3
96,3
95,3
94,3
93,3
92,3
91,3
90,3
89,3
88,3
87,3
86,3
85,3
84,3
83,3
82,3
81,3
80,3
79,3
78,3
77,3
76,3
75,3
74,3
73,3
72,3
71,3
70,3
69,3
68,3
67,3
66,3
65,3
64,3
63,3
62,3
61,3
60,3
59,3
58,3
57,3
56,3
55,3
54,3
53,3
52,3
51,3
50,3
49,3
48,3
47,3
46,3
45,3
44,3
43,3
42,3
41,3
40,3
39,3
38,3
37,3
36,3
35,3
34,3
33,3
32,3
31,3
30,3
29,3
28,3
27,3
26,3
25,3
24,3
23,3
22,3
21,3
20,3
19,3
18,3
17,3
16,3
15,3
14,3
13,3
1441,5
1440,1
1439,4
1438,4
1437,4
1436,1
1435,4
1434,1
1433,1
1432,1
1431,1
1430,4
1429,4
1428,4
1427,1
1426,1
1425,1
1424,1
1423,1
1422,1
1421,4
1420,1
1419,4
1418,4
1417,4
1416,4
1415,4
1414,4
1413,4
1412,4
1411,4
1410,1
1409,1
1408,1
1407,1
1405,1
1404,1
1403,1
1402,1
1401,1
1400,1
1399,1
1398,1
1397,1
1396,1
1395,1
1394,4
1393,1
1392,5
1391,1
1390,4
1389,4
1388,4
1387,4
1386,4
1385,4
1384,1
1383,1
1382,1
1381,1
1380,1
1379,1
1378,1
1377,1
1376,1
1375,4
1374,4
1373,1
12,3
11,3
10,3
9,3
8,3
7,3
6,3
5,3
4,3
3,3
2,3
1,3
0,3
1372,1
1371,1
1370,4
1369,4
1368,5
1367,1
1366,1
1365,1
1364,5
1363,1
1362,1
1361,1
1360,1
1359,1
1358,1
1357,4
1356,4
1355,4
1354,4
1353,1
1352,1
1351,4
1350,4
1349,4
1348,4
1347,4
1346,4
1345,4
1344,4
1343,4
1342,4
1341,4
1340,4
1339,4
1338,4
1337,4
1336,4
1335,4
1334,4
1333,4
1332,4
1331,4
1330,4
1329,4
1328,4
1327,1
1326,1
1325,4
1324,4
1323,4
1322,4
1321,4
1320,4
1319,4
1318,4
1317,4
1316,4
1315,4
1314,4
1313,4
1312,4
1311,1
1310,4
1309,4
1308,4
1307,4
1306,4
1305,4
1304,4
1303,4
1302,4
1301,4
1300,4
1299,1
1298,1
1297,1
1296,4
1295,4
1294,4
1293,4
1292,4
1291,1
1290,1
1288,4
1287,4
1286,1
1285,4
1284,4
1283,4
1282,4
1281,4
1280,4
1279,4
1278,1
1277,4
1276,4
1275,4
1274,4
1273,4
1272,1
1271,1
1270,1
1269,1
1268,4
1267,1
1266,4
1265,4
1264,4
1263,4
1262,4
1261,4
1260,4
1259,4
1258,1
1257,4
1256,4
1255,4
1254,4
1253,4
1252,4
1251,1
1250,4
1249,1
1248,4
1247,4
1246,1
1245,1
1244,4
1243,4
1242,4
1241,4
1240,4
1239,4
1238,4
1237,4
1236,4
1235,4
1234,4
1233,4
1232,4
1231,4
1230,4
1229,1
1228,4
1227,4
1226,1
1225,4
1224,4
1223,4
1222,4
1221,4
1220,4
1219,1
1218,1
1217,4
1216,4
1215,4
1214,4
1213,4
1212,1
1210,1
1209,4
1208,1
1207,1
1206,4
1205,4
1204,1
1203,4
1202,4
1201,4
1200,4
1199,1
1198,1
1197,4
1196,4
1195,1
1194,4
1193,4
1192,1
1191,1
1190,4
1189,4
1188,4
1187,4
1186,4
1185,4
1184,4
1183,4
1182,4
1181,4
1180,4
1179,4
1178,4
1177,1
1176,4
1175,4
1174,4
1173,4
1172,4
1171,4
1170,4
1169,4
1168,4
1167,4
1166,4
1165,4
1164,4
1163,4
1162,4
1161,4
1160,4
1159,4
1158,4
1157,0
1156,4
1155,4
1154,4
1153,0
1152,0
1151,0
1150,4
1149,4
1148,0
1147,0
1146,0
1145,3
1144,3
1143,4
1142,4
1141,0
1140,3
1139,3
1138,0
1137,3
1136,4
1135,3
1134,4
1133,3
1132,3
1131,3
1130,0
1129,3
1128,0
1127,0
1126,4
1125,4
1124,0
1123,0
1122,3
1121,3
1120,3
1119,3
1118,4
1116,3
1115,3
1114,4
1113,3
1112,3
1111,3
1110,3
1109,3
1108,3
1107,3
1106,4
1105,3
1104,3
1103,3
1102,3
1101,3
1100,3
1099,3
1623,4
1624,4
1625,4
1626,7
1627,7
1628,7
1629,7
1630,7
1631,7
1632,7
1633,7
1634,7
1635,1
1636,7
1637,7
1638,4
1639,4
1640,1
1641,7
1642,7
1643,1
1644,1
1645,1
1646,1
1647,1
1648,4
1649,1
1650,7
1651,7
1652,1
1653,7
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,7
1666,4
1667,4
1668,5
1669,4
1670,4
1671,4
1672,1
1673,7
1674,7
1675,1
1676,1
1677,1
1678,4
1679,4
1680,7
1681,7
1682,7
1683,4
1684,4
1685,7
1686,7
1687,7
1688,4
1689,7
1690,7
1691,7
1692,4
1693,4
1694,7
1695,7
1696,7
1698,7
1699,7
1700,7
